Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3471736907959,24.817058905170082,23.90623813027048,24.805923508061987,212818400
2015-01-05,23.661279678344727,24.195746570883784,23.474217200418934,24.115576452051755,257142000
2015-01-06,23.663503646850586,23.924055645542914,23.300510745350667,23.725857797065174,263188400
2015-01-07,23.995317459106445,24.095529242203433,23.761487699849283,23.872834880634,160423600
2015-01-08,24.91727066040039,24.975171667068338,24.206875140930833,24.324904573490937,237458000
2015-01-09,24.943988800048828,25.22012925390163,24.543138383953913,25.090966153268525,214798000
2015-01-12,24.329355239868164,25.082061453947656,24.229143472265044,25.075380895977165,198603200
2015-01-13,24.545372009277344,25.119923851288746,24.253642948754624,24.814831974168793,268367600
2015-01-14,24.45183563232422,24.60549354909599,24.16233235309282,24.282587482972506,195826400
2015-01-15,23.788209915161133,24.50973911875799,23.75257970337788,24.49637800171715,240056000
2015-01-16,23.60337257385254,23.957457457239105,23.427443841720255,23.834974890873916,314053200
2015-01-20,24.211328506469727,24.26700209052654,23.71694680820157,24.015356403215062,199599600
2015-01-21,24.396163940429688,24.732431147291503,24.111113777752077,24.262545986446522,194303600
2015-01-22,25.030847549438477,25.046436087391022,24.434026569361723,24.554281733148443,215185600
2015-01-23,25.160005569458008,25.33147945202473,24.837097779007493,25.00857336059708,185859200
2015-01-26,25.18672752380371,25.467322845755984,25.119920246496974,25.329251754218838,222460000
2015-01-27,24.304853439331055,25.048653213617563,24.280356932754334,25.03529040156139,382274800
2015-01-28,25.678878784179688,26.304650912642366,25.678878784179688,26.195529484067638,585908400
2015-01-29,26.478361129760742,26.542942701423907,25.734561044936004,25.903809243121437,337745600
2015-01-30,26.090871810913086,26.723322972395344,26.021835404565344,26.367012339234698,334982000
2015-02-02,26.418222427368164,26.53847754519396,25.85035301982822,26.289061033279026,250956400
2015-02-03,26.422677993774414,26.520662326578503,26.191075727016617,26.38927351028599,207662800
2015-02-04,26.62533187866211,26.83689249828683,26.346963983647584,26.389276447377085,280598800
2015-02-05,26.81537628173828,26.880212729242217,26.661110192652067,26.833260845471905,168984800
2015-02-06,26.589561462402344,26.884678026144194,26.4822455729834,26.833255438234904,174826400
2015-02-09,26.766189575195312,26.7930172733409,26.477779880030614,26.50460928390472,155559200
2015-02-10,27.2804012298584,27.309466837648408,26.86455664535429,26.866791149239557,248034000
2015-02-11,27.919828414916992,27.928771550106983,27.387724664077226,27.448088694448884,294247200
2015-02-12,28.273067474365234,28.501113100082545,28.074087457143616,28.18363785066684,297898000
2015-02-13,28.411680221557617,28.456394175420307,28.09197050482817,28.456394175420307,217088800
2015-02-17,28.579368591308594,28.814121183097225,28.375916117661312,28.503352800302096,252609600
2015-02-18,28.778352737426758,28.791766588329654,28.494413717971238,28.534656976408684,179566800
2015-02-19,28.71797752380371,28.847650392186146,28.691149830847475,28.724684447042772,149449600
2015-02-20,28.952726364135742,28.952726364135742,28.628545940419233,28.755980877099653,195793600
2015-02-23,29.7352352142334,29.7352352142334,28.988501554670574,29.068988042084644,283896400
2015-02-24,29.549678802490234,29.869390353802743,29.32610553161284,29.72183117627389,276912400
2015-02-25,28.79399299621582,29.42223659898732,28.65090627439126,29.413291759928978,298846800
2015-02-26,29.158422470092773,29.259029748971134,28.306608944688573,28.793996985744947,365150000
2015-02-27,28.720216751098633,29.19195637204718,28.671030370794497,29.06451800177105,248059200
2015-03-02,28.861055374145508,29.12710795243281,28.68443409733794,28.896827894737402,192386800
2015-03-03,28.92143440246582,28.95720693954078,28.637495433050795,28.832006471235324,151265200
2015-03-04,28.73810386657715,28.966149535298193,28.688920890438336,28.86330775138471,126665200
2015-03-05,28.261898040771484,28.78505867680797,28.11657507329623,28.747051630065904,226068400
2015-03-06,28.304367065429688,28.923664085179542,28.228352995409573,28.706797806067318,291368400
2015-03-09,28.42510223388672,28.968386993214324,27.960069474894784,28.608432226564318,354114000
2015-03-10,27.837100982666016,28.442984179863764,27.678364207523718,28.261890424764342,275426400
2015-03-11,27.32958984375,27.895229815540816,27.300525939309438,27.890759101676228,275756000
2015-03-12,27.82369041442871,27.924299400851165,27.193213914616464,27.34524379357899,193450800
2015-03-13,27.63141441345215,28.03608311578845,27.405606681429926,27.812509887920488,207309200
2015-03-16,27.935470581054688,27.935470581054688,27.47043962268411,27.696247325940234,143497200
2015-03-17,28.402738571166992,28.46533879213128,28.091971970145654,28.147865268253494,204092400
2015-03-18,28.72245979309082,28.876725903405386,28.252956242336786,28.393806795844363,261083600
2015-03-19,28.505582809448242,28.896835906832827,28.483225830743322,28.78504930758009,183238000
2015-03-20,28.147869110107422,28.706800461745296,27.982425402730957,28.673265842885986,274780400
2015-03-23,28.440744400024414,28.583831100662433,28.28647835794704,28.4206236323072,150838800
2015-03-24,28.32448959350586,28.62631137025159,28.295423985491286,28.445219327641052,131369200
2015-03-25,27.584463119506836,28.353555537956826,27.584463119506836,28.290955309613835,206620800
2015-03-26,27.776737213134766,27.919823941792988,27.410077257732027,27.44584979276076,190291600
2015-03-27,27.555400848388672,27.879581352548946,27.479386768246194,27.85051744644654,158184800
2015-03-30,28.252952575683594,28.25965950035228,27.723083352386194,27.734262697319707,188398800
2015-03-31,27.8192195892334,28.279779938789392,27.803569529949318,28.19035029756813,168362400
2015-04-01,27.77897071838379,27.973480020775867,27.521861191514677,27.90640737699151,162485600
2015-04-02,28.018192291259766,28.07184937961726,27.765555198920485,27.953355861035757,128880400
2015-04-06,28.4720458984375,28.50781842820649,27.796855603464806,27.82815571414862,148776000
2015-04-07,28.17246437072754,28.644202336529908,28.165757446462965,28.53688813683982,140049200
2015-04-08,28.080799102783203,28.259658380258855,27.93994857313785,28.136692413778285,149316800
2015-04-09,28.295429229736328,28.29990164982664,27.870641430494988,28.13669243109999,129936000
2015-04-10,28.416154861450195,28.44074805119158,28.00478097073652,28.15904532689003,160752000
2015-04-13,28.36026954650879,28.74481755752908,28.30661243820004,28.700100173435807,145460400
2015-04-14,28.23729705810547,28.458634058031702,28.150103642809434,28.39379762255266,102098400
2015-04-15,28.344615936279297,28.422866231458084,28.172465286885966,28.261894926688225,115881600
2015-04-16,28.208232879638672,28.416156043364218,28.1948190322139,28.232826070402965,113476000
2015-04-17,27.890762329101562,28.201529003364335,27.825925883328456,28.069621607491406,207828000
2015-04-20,28.52794075012207,28.64419806674476,27.984657791205006,28.07408741476841,188217200
2015-04-21,28.373680114746094,28.66208808728349,28.32002131014193,28.63973281062438,129740400
2015-04-22,28.755985260009766,28.81187856266813,28.241767898989742,28.391561540739385,150618000
2015-04-23,28.990737915039062,29.15841782360165,28.64867117448791,28.684443707064148,183083600
2015-04-24,29.127119064331055,29.205371056546777,28.89236649914051,29.174070941951815,178103600
2015-04-27,29.6569881439209,29.764305752556403,29.32162829271279,29.580974063063362,387816800
2015-04-28,29.18971824645996,30.079538682132394,28.96838294814101,30.061655827111,475696000
2015-04-29,28.760465621948242,29.420006093164993,28.68445152809029,29.100297951167335,253544400
2015-04-30,27.980186462402344,28.760456456737618,27.85274980598811,28.760456456737618,332781600
2015-05-01,28.82976531982422,29.09358348682152,28.013724451698632,28.19258199981416,234050400
2015-05-04,28.77387046813965,29.19195467644049,28.67549771324533,28.952729712360554,203953200
2015-05-05,28.12551498413086,28.71798272050096,28.12104256401005,28.65091006451678,197085600
2015-05-06,27.948890686035156,28.337907638738137,27.579994505805306,28.29542817810141,288564000
2015-05-07,28.12175941467285,28.305855165468646,27.843369381486465,28.011749704026023,175763600
2015-05-08,28.651594161987305,28.651594161987305,28.312587991638605,28.440556958705546,222201600
2015-05-11,28.3597412109375,28.63812957860356,28.204830739749475,28.599963776756905,168143200
2015-05-12,28.258710861206055,28.485461811530143,28.022977707988073,28.19809298164562,192640000
2015-05-13,28.290142059326172,28.55506052371427,28.2587112002338,28.321572918418546,138776800
2015-05-14,28.9501895904541,28.9501895904541,28.54832339250464,28.604450166982335,180814000
2015-05-15,28.909778594970703,29.071423971906423,28.784055174177652,28.977131406311635,152832000
2015-05-18,29.228580474853516,29.347568966148955,28.81773206264779,28.822223163934378,203531600
2015-05-19,29.20163917541504,29.38348937228681,29.105099344240987,29.340832476584765,178532800
2015-05-20,29.199392318725586,29.405938435685503,29.037746935764538,29.18592244109657,145819600
2015-05-21,29.49798583984375,29.5518687736418,29.147755334422083,29.201638268220133,158921600
2015-05-22,29.75617218017578,29.852712023152026,29.500234200380945,29.54513836495043,182384000
2015-05-26,29.100608825683594,29.83923909343179,28.988355277149765,29.769642441453847,282790400
2015-05-27,29.6439151763916,29.693307011114687,29.19714825190513,29.26225380183662,183332800
2015-05-28,29.585538864135742,29.623704651666113,29.432875714014248,29.603499839274576,122933200
2015-05-29,29.248781204223633,29.51145406861931,29.16346742023482,29.462062238489587,203538000
2015-06-01,29.30715560913086,29.49798801625256,29.197149321522843,29.248784995822657,128451200
2015-06-02,29.176942825317383,29.334097102646144,29.033258425230184,29.154490746110564,134670400
2015-06-03,29.212862014770508,29.396959476439864,29.163470179966843,29.334097764090913,123934000
2015-06-04,29.042238235473633,29.316137168158033,28.94121072685873,29.09163007092206,153800400
2015-06-05,28.882841110229492,29.116330445490785,28.817735549376167,29.073673542373417,142507200
2015-06-08,28.692007064819336,29.008562886952447,28.474234911355254,28.938962810785547,210699200
2015-06-09,28.606691360473633,28.75486685356783,28.202579649299857,28.445045990862894,224301600
2015-06-10,28.93446922302246,29.03774054592405,28.703225526539857,28.718940951266553,156349200
2015-06-11,28.86936378479004,29.226329209802053,28.844667869654902,29.001822136103012,141563600
